management,monitor,target,people,lemp_firm,export,competition,ownership,mne_country,mne_f,mne_d,degree_m,degree_nm,country,competition2004,year,sic,lb_employindex,pppgdp,,              storage  display     value
4,4,4,4,7.090077,85,6,Dispersed Shareholders,,0,0,90,30,United States,,2008,353,0,14624.18,,
3.166667,3.4,3.2,3,4.60517,,,,,0,0,,,United States,2,2004,382,0,11867.75,,
3.277778,3.8,3,3.166667,4.60517,,,,,0,0,,,United States,2,2004,382,0,11867.75,,
4.222222,4,3.8,4.5,4.787492,,,,,0,0,,,United States,2,2004,381,0,11867.75,,
3.222222,3.2,3.2,3.166667,6.907755,,,,,0,0,,,United States,2,2004,355,0,11867.75,,
2.722222,3.6,2.6,2.333333,6.907755,,,,,0,0,,,United States,2,2004,355,0,11867.75,,
3.833333,4,4,3.333333,5.521461,,,,,0,0,,,United States,3,2004,356,0,11867.75,,
3.166667,3,3.6,2.833333,7.495542,,6,Dispersed Shareholders,US,0,1,100,50,United States,,2006,356,0,13398.93,,
3,3.6,2.6,2.833333,7.791523,0,7,Dispersed Shareholders,US,0,1,95,2,United States,,2008,356,0,14119.05,,
4.352941,4.75,4.4,4.166667,5.991465,,,,,0,0,,,United States,2,2002,382,,10642.3,,
4.277778,4.4,4.4,4,5.991465,,,,,0,0,,,United States,2,2004,382,0,11867.75,,
3.277778,3.8,3.2,3.666667,5.703783,,,,,0,0,,,United States,2,2004,384,0,11867.75,,
2.388889,2.4,3,2.333333,5.886104,,2,Dispersed Shareholders,,0,0,95,5,United States,,2006,384,0,13398.93,,
3.388889,3.6,3.2,3.5,5.703783,25,10,Dispersed Shareholders,,0,0,100,50,United States,,2008,384,0,14119.05,,
3.176471,3.5,3,3.5,6.214608,,,,,0,0,,,United States,3,2002,355,,10642.3,,
3.888889,4,3.6,4,6.214608,,,,,0,0,,,United States,3,2004,355,0,11867.75,,
3.333333,3.8,3.6,3,5.991465,,10,Dispersed Shareholders,US,0,1,80,,United States,,2006,355,0,13398.93,,
3.666667,4,3.2,3.666667,5.598422,,,,,0,0,,,United States,2,2004,367,0,11867.75,,
3.277778,3.8,2.8,3.333333,5.192957,,5,Founder,,0,0,100,50,United States,,2006,367,0,13398.93,,
4.666667,4.4,4.8,4.666667,5.991465,,,,,0,0,,,United States,3,2004,302,0,11867.75,,
4.235294,4.8,4.2,3.6,5.857933,,10,Dispersed Shareholders,US,0,1,50,5,United States,,2007,302,0,14061.8,,
2.888889,2.6,2.6,3,6.856462,,,,,0,0,,,United States,3,2004,372,0,11867.75,,
3.166667,3.6,3.4,2.5,7.575585,,3,Dispersed Shareholders,US,0,1,50,5,United States,,2006,372,0,13398.93,,
2.722222,2.6,2.4,2.833333,7.163947,,,,,0,0,,,United States,3,2004,384,0,11867.75,,
4,3.8,4,4.333333,8.294049,,,,,0,0,,,United States,3,2004,205,0,11867.75,,
3.722222,4.2,3.8,3.333333,8.411833,,4,Dispersed Shareholders,US,0,1,25,5,United States,,2007,205,0,14061.8,,
2.777778,3.2,2.8,3,5.075174,,,Private Individuals,,0,0,,,United States,3,2004,283,0,11867.75,,
3.222222,3.6,3.4,2.833333,5.298317,,10,Private Individuals,,0,0,95,,United States,,2006,283,0,13398.93,,
3.5,3.8,3,3.833333,5.393628,0,10,Dispersed Shareholders,,0,0,85,30,United States,,2008,283,0,14119.05,,
3.388889,3.4,3.4,3.333333,5.521461,,,,,0,0,,,United States,2,2004,382,0,11867.75,,
2.555556,2.2,2.8,2.5,5.857933,,2,Dispersed Shareholders,,0,0,100,90,United States,,2006,382,0,13398.93,,
3.277778,3.4,2.6,3.833333,5.857933,60,2,Dispersed Shareholders,,0,0,100,90,United States,,2008,382,0,14119.05,,
2.111111,2.2,2.8,1.833333,7.234899,,,,,0,0,,,United States,3,2004,287,0,11867.75,,
2,1.8,1.6,2.833333,4.70048,,,,,0,0,,,United States,2,2003,245,0,11867.75,,
2.666667,3,2.6,2.666667,6.214608,,10,Dispersed Shareholders,,0,0,33,10,United States,,2003,245,0,14061.8,,
2.888889,2.8,3.2,3,5.278115,,,,,0,0,,,United States,2,2004,384,0,11867.75,,
2.944444,3.4,2.8,3.166667,5.703783,,3,Dispersed Shareholders,,0,0,100,5,United States,,2007,384,0,14061.8,,
3.111111,3.4,3.4,2.666667,6.77079,,,,,0,0,,,United States,2,2004,366,0,11867.75,,
3.611111,3.8,3,4.166667,6.55108,,0,Dispersed Shareholders,Holland,1,0,100,37,United States,,2005,366,0,13398.93,,
3.888889,4.4,4,3,6.907755,50,1,Dispersed Shareholders,UK,1,0,100,50,United States,,2005,366,0,14624.18,,
4.235294,4.25,4.6,4.166667,5.991465,,,,,0,0,,,United States,2,2002,352,,10642.3,,
3.277778,2.8,3,3.666667,5.991465,,,,,0,0,,,United States,2,2004,352,0,11867.75,,
2.944444,2.8,2.8,2.833333,6.684612,,,,,0,0,,,United States,3,2004,361,0,11867.75,,
2.388889,2.4,2.2,2.666667,4.744932,,,,,0,0,,,United States,3,2004,331,0,11867.75,,
2.055556,2.2,2.2,2.166667,4.941642,,,,,0,0,,,United States,2,2004,240,0,11867.75,,
3.111111,3.4,3.2,2.833333,5.438079,,,,,0,0,,,United States,3,2004,299,0,11867.75,,
4.333333,4.2,4.8,4,5.991465,,,,,0,0,,,United States,2,2004,353,0,11867.75,,
3.388889,4,3.8,2.5,8.006368,,7,Dispersed Shareholders,US,0,1,50,0,United States,,2007,353,0,14061.8,,
3.722222,4,3.2,3.833333,7.696213,50,5,Dispersed Shareholders,US,0,1,50,4,United States,,2008,353,0,14119.05,,
4.470588,4.8,4.8,4,6.684612,,,,,0,0,,,United States,2,2004,382,0,11867.75,,
4.111111,4,4.4,4,5.220356,,,,,0,0,,,United States,2,2004,384,0,11867.75,,
4.055555,3.8,4.2,4.5,5.480639,,9,Dispersed Shareholders,US,0,1,50,20,United States,,2006,384,0,13398.93,,
3.888889,4.2,3.4,4,5.703783,20,5,Dispersed Shareholders,US,0,1,90,5,United States,,2009,384,0,14119.05,,
3.333333,4.4,2.2,3.5,8.294049,,,Dispersed Shareholders,US,0,1,,,United States,3,2004,289,0,11867.75,,
3.222222,3.8,3.2,3,7.600903,,4,Dispersed Shareholders,US,0,1,80,5,United States,,2006,289,0,13398.93,,
3.333333,4,3.8,3.166667,5.991465,15,4,Private Equity,US,0,1,85,25,United States,,2006,289,0,14119.05,,
2.882353,2.5,3,3.166667,4.60517,,,,,0,0,,,United States,3,2002,361,,10642.3,,
2.444444,2.2,2.2,2.833333,4.60517,,,,,0,0,,,United States,3,2004,361,0,11867.75,,
2.647059,3,2.2,2.833333,8.006368,,,,,0,0,,,United States,,2002,336,,10642.3,,
4.111111,4.6,4.4,3.333333,5.010635,,,,,0,0,,,United States,2,2004,355,0,11867.75,,
4.111111,4.6,4,3.833333,5.010635,,,,,0,0,,,United States,2,2004,355,0,11867.75,,
3.555556,3.8,3.4,3.333333,6.907755,,10,Dispersed Shareholders,US,0,1,90,30,United States,,2006,355,0,13398.93,,
4.611111,5,4.2,4.5,5.857933,85,4,Dispersed Shareholders,US,0,1,100,80,United States,,2008,355,0,14119.05,,
3,3,3.2,2.833333,7.948032,,,,,0,0,,,United States,3,2004,331,0,11867.75,,
3.166667,3.2,2,4.166667,7.495542,,,,,0,0,,,United States,2,2004,271,0,11867.75,,
3.764706,4.6,3.5,3.166667,5.521461,,,,,0,0,,,United States,3,2004,384,0,11867.75,,
3.444444,3.4,3,3.666667,5.521461,,,,,0,0,,,United States,3,2004,384,0,11867.75,,
3.277778,3.6,3.4,3,5.857933,,10,Founder,,0,0,100,40,United States,,2006,384,0,13398.93,,
4.055555,3.8,4,4.333333,5.857933,,,,,0,0,,,United States,2,2004,384,0,11867.75,,
3.888889,4.2,4.2,3.666667,7.090077,,10,Dispersed Shareholders,US,0,1,90,50,United States,,2006,384,0,13398.93,,
3.888889,4,4,3.833333,6.856462,,10,Dispersed Shareholders,US,0,1,90,24,United States,,2008,384,0,14369.08,,
2.833333,3,3,2.5,5.298317,85,9,Other,Australia,1,0,90,20,New Zealand,,2007,202,7,115.249,,
3.333333,3.6,4,3,4.744932,99,2,Dispersed Shareholders,Canada,1,0,55,10,New Zealand,,2003,286,7,115.249,,
2.722222,2.8,2.8,2.333333,6.214608,95,10,"Family owned, family CEO",New Zealand,0,1,90,60,New Zealand,,2008,367,7,115.249,,
2.555556,2.8,2.8,2.333333,6.745236,98,10,Private Individuals,New Zealand,0,1,75,2,New Zealand,,2008,201,7,115.249,,
3.111111,3.4,3.4,2.666667,5.857933,65,3,"Family owned, family CEO",,0,0,33,1,New Zealand,,2008,209,7,115.249,,
2.722222,3,3,2.333333,4.787492,90,6,Private Individuals,,0,0,40,5,New Zealand,,2008,238,7,115.249,,
2.444444,2.6,2.8,2.166667,4.60517,60,5,"Family owned, family CEO",,0,0,70,0,New Zealand,,2008,201,7,115.249,,
3.111111,3.8,3,2.5,4.770685,90,10,Founder,New Zealand,0,1,50,10,New Zealand,,2008,353,7,115.249,,
3.111111,3.2,3.6,2.5,5.703783,1,5,Founder,,0,0,90,0,New Zealand,,2008,209,7,115.249,,
2.555556,3.4,3,2,4.905275,70,10,"Family owned, family CEO",,0,0,40,0,New Zealand,,2008,349,7,115.249,,
3.388889,3.4,3.2,3.5,5.521461,5,3,Dispersed Shareholders,Australia,1,0,,,New Zealand,,2008,289,7,115.249,,
2.944444,3.2,3,2.666667,5.247024,40,3,Private Equity,UK,1,0,10,0,New Zealand,,2007,229,7,115.249,,
3.055556,3.6,3.2,2.166667,6.684612,80,6,Dispersed Shareholders,Switzerland,1,0,70,0,New Zealand,,2007,361,7,115.249,,
2,2,2,2,4.60517,70,10,Private Individuals,,0,0,0,0,New Zealand,,2008,242,7,115.249,,
4.055555,4.6,3.8,3.666667,6.684612,45,10,Dispersed Shareholders,France,1,0,75,15,New Zealand,,2004,208,7,115.249,,
2.666667,3,2.6,2.333333,4.60517,60,6,Private Individuals,US,1,0,30,0,New Zealand,,2008,209,7,115.249,,
2.166667,2,2.2,2.333333,5.298317,1,3,"Family owned, family CEO",,0,0,20,0,New Zealand,,2008,344,7,115.249,,
2.055556,2,2.2,2,5.480639,80,10,Private Individuals,New Zealand,0,1,50,5,New Zealand,,2008,261,7,115.249,,
3.277778,3.6,3.6,2.5,6.55108,2,6,"Family owned, family CEO",New Zealand,0,1,10,1,New Zealand,,2008,285,7,115.249,,
3.555556,4,4,2.833333,7.090077,80,10,Private Individuals,,0,0,25,2,New Zealand,,2007,209,7,115.249,,
2.777778,2.8,3.4,2,5.192957,0,9,Private Equity,Australia,1,0,0,0,New Zealand,,2008,275,7,115.249,,
3.111111,3.6,3,2.5,6.39693,10,4,Dispersed Shareholders,US,1,0,10,10,New Zealand,,2007,267,7,115.249,,
2.333333,2.8,2.2,2.5,4.70048,0,0,Dispersed Shareholders,Australia,1,0,50,0,New Zealand,,2006,331,7,115.249,,
3.444444,4.2,3.2,2.833333,7.377759,98,10,Dispersed Shareholders,New Zealand,0,1,85,10,New Zealand,,2008,384,7,115.249,,
4.055555,4,4,3.833333,5.703783,50,10,Dispersed Shareholders,Ireland,1,0,100,0,New Zealand,,2003,356,7,115.249,,
3.555556,4,4,3.333333,6.39693,5,1,Other,,0,0,95,30,New Zealand,,2008,287,7,115.249,,
2.611111,2.6,3,2.166667,5.075174,60,6,Government,New Zealand,0,1,60,0,New Zealand,,2008,342,7,115.249,,
2.833333,3,2.8,2.666667,5.356586,3,10,Dispersed Shareholders,Australia,1,0,90,15,New Zealand,,2008,285,7,115.249,,
3.333333,3.8,3.2,3,5.298317,2,6,Dispersed Shareholders,Australia,1,0,90,15,New Zealand,,2008,999,7,115.249,,
2.611111,2.8,2.6,2.333333,5.135798,30,2,Private Individuals,,0,0,60,5,New Zealand,,2008,342,7,115.249,,
2.722222,2.6,2.8,2.833333,5.298317,5,4,Private Individuals,,0,0,40,5,New Zealand,,2008,344,7,115.249,,
2.944444,3.2,3,2.666667,5.192957,30,10,Private Equity,,0,0,60,5,New Zealand,,2008,208,7,115.249,,
3,4,2,2.666667,6.109248,80,10,Dispersed Shareholders,New Zealand,0,1,70,40,New Zealand,,2008,359,7,115.249,,
2.055556,1.6,2,2.333333,5.991465,5,10,"Family owned, family CEO",,0,0,50,0,New Zealand,,2004,295,7,115.249,,
3.388889,4,3.6,2.833333,4.941642,80,10,Private Individuals,,0,0,50,0,New Zealand,,2006,242,7,115.249,,
3,3.2,3,2.666667,5.669881,90,10,Dispersed Shareholders,Japan,1,0,10,2,New Zealand,,2008,243,7,115.249,,
2.833333,3,2.8,2.833333,4.905275,10,10,"Family owned, family CEO",,0,0,50,5,New Zealand,,2008,203,7,115.249,,
3.166667,3.8,3,2.666667,5.703783,5,4,Dispersed Shareholders,UK,1,0,50,10,New Zealand,,2008,344,7,115.249,,
2.444444,2.8,2.4,2.166667,5.828946,60,10,Dispersed Shareholders,,0,0,70,5,New Zealand,,2008,204,7,115.249,,
2.555556,2.8,2.8,2,5.347107,50,10,Dispersed Shareholders,,0,0,50,5,New Zealand,,2008,308,7,115.249,,
3.555556,4,3.6,2.833333,4.744932,2,2,Private Equity,UK,1,0,1,0,New Zealand,,2006,308,7,115.249,,
3.333333,3.6,3.6,3,5.768321,80,10,Private Individuals,New Zealand,0,1,45,1,New Zealand,,2008,359,7,115.249,,
2.833333,3,3,2.5,4.60517,90,10,Founder,,0,0,90,5,New Zealand,,2008,308,7,115.249,,
2,2.2,2,1.833333,4.70048,95,10,Founder,,0,0,18,0,New Zealand,,2008,201,7,115.249,,
3.277778,3.8,3.4,2.833333,6.040255,15,2,Dispersed Shareholders,US,1,0,35,0,New Zealand,,2007,267,7,115.249,,
1.5,1.4,1.4,1.5,5.010635,15,10,Founder,,0,0,50,0,New Zealand,,2008,289,7,115.249,,
2.611111,3,2.4,2.166667,7.600903,0,1,Other,Australia,1,0,0,5,New Zealand,,2007,271,7,115.249,,
2.388889,2.4,2,2.5,5.075174,75,4,Founder,New Zealand,0,1,90,40,New Zealand,,2008,355,7,115.249,,
2.833333,3,2.8,2.666667,6.309918,80,10,Founder,,0,0,0,2,New Zealand,,2008,201,7,115.249,,
2.722222,3.2,2.6,2.5,6.214608,35,10,Private Individuals,Australia,1,0,25,5,New Zealand,,2008,228,7,115.249,,
2.277778,2.2,2.4,2.333333,4.787492,90,10,Founder,,0,0,35,0,New Zealand,,2008,399,7,115.249,,
2.833333,3.2,3,2.666667,4.787492,2,4,"Family owned, external CEO",Australia,1,0,50,5,New Zealand,,2008,205,7,115.249,,
3.277778,3.6,3.4,2.833333,5.393628,95,3,Other,Us/New Zealand,1,0,65,1,New Zealand,,2008,201,7,115.249,,
2.777778,3.2,2.4,2.333333,5.991465,70,10,"Family owned, external CEO",Australia,1,0,50,0,New Zealand,,2005,345,7,115.249,,
2.277778,2.6,2.2,1.833333,6.214608,95,10,Founder,,0,0,0,0,New Zealand,,2008,249,7,115.249,,
2.833333,3.2,2.8,2.5,4.60517,90,2,Founder,Australia,1,0,100,45,New Zealand,,2008,283,7,115.249,,
2.555556,3.6,2,1.666667,4.60517,70,5,Private Individuals,,0,0,50,3,New Zealand,,2008,354,7,115.249,,
3.444444,4.4,3.8,2.5,4.836282,70,3,Other,Korea,1,0,55,45,New Zealand,,2007,249,7,115.249,,
2.888889,3.2,3,2.333333,5.480639,35,10,Dispersed Shareholders,Sweden,1,0,90,25,New Zealand,,2007,346,7,115.249,,
1.777778,1.8,2,1.833333,4.60517,0,2,Founder,,0,0,65,0,New Zealand,,2008,295,7,115.249,,
2.944444,3,2.8,3,5.480639,85,10,Private Individuals,Italy,1,0,5,0,New Zealand,,2007,358,7,115.249,,
3.722222,4.2,3.8,2.833333,4.770685,60,3,Dispersed Shareholders,UK,1,0,55,30,New Zealand,,2008,267,7,115.249,,
2.777778,3,2.8,2.5,5.991465,50,10,"Family owned, family CEO",New Zealand,0,1,25,0,New Zealand,,2008,205,7,115.249,,
3.111111,3.6,2.6,2.833333,6.476973,20,8,Private Individuals,Australia,1,0,45,0,New Zealand,,2006,227,7,115.249,,
3.888889,4.2,4.2,3.333333,5.991465,1,5,"Family owned, family CEO",Australia,1,0,72,5,New Zealand,,2003,261,7,115.249,,
2.722222,3,3,2.166667,6.109248,60,10,Private Individuals,New Zealand,0,1,20,2,New Zealand,,2008,209,7,115.249,,
2.833333,3.2,3,2.166667,4.672829,5,4,Private Individuals,,0,0,40,3,New Zealand,,2008,999,7,115.249,,
3.176471,2.75,2.6,3.666667,7.696213,,,,,0,0,,,United States,2,2002,358,,10642.3,,
2.055556,1.8,1.8,2.333333,7.696213,,,Founder,,0,0,,,United States,2,2004,358,0,11867.75,,
3.352941,3.4,3.6,3,8.006368,,8,Founder,,0,0,30,0,United States,,2005,358,0,14061.8,,
4.333333,4.4,4.4,4.166667,5.703783,5,5,Founder,,0,0,30,2,United States,,2005,358,0,14624.18,,
3.833333,3.6,4,3.833333,5.703783,70,10,Founder,New Zealand,0,1,100,55,New Zealand,,2008,283,7,115.249,,
2.444444,3.2,1.8,2.666667,5.991465,,6,Dispersed Shareholders,US,0,1,100,0,United States,,2006,356,0,13398.93,,
2.388889,2,2.4,2.666667,5.010635,0,2,Founder,,0,0,20,5,New Zealand,,2008,205,7,115.249,,
3,3,3,3,4.60517,,10,Founder,,0,0,0,2,New Zealand,,2008,209,7,115.249,,
2.5,2.4,2.2,2.833333,4.60517,90,10,Founder,,0,0,0,3,New Zealand,,2008,209,7,115.249,,
3.277778,4,3,2.666667,6.109248,50,2,Dispersed Shareholders,US,1,0,100,40,New Zealand,,2007,349,7,115.249,,
3.5,4,3.6,3,5.393628,80,10,Government,New Zealand,0,1,25,0,New Zealand,,2008,295,7,115.249,,
1.666667,2,1.6,1.666667,4.60517,100,10,"Family owned, family CEO",US,1,0,25,0,New Zealand,,2005,242,7,115.249,,
2.333333,2.4,2.2,2.5,5.075174,95,7,Founder,,0,0,13,0,New Zealand,,2008,201,7,115.249,,
2.888889,3.2,2.6,2.5,5.393628,95,10,Private Individuals,New Zealand,0,1,15,5,New Zealand,,2007,202,7,115.249,,
2.166667,2.8,2.2,1.5,5.298317,5,1,Private Individuals,New Zealand,0,1,0,1,New Zealand,,2007,201,7,115.249,,
3,3.6,2.6,3,4.867535,30,10,Government,New Zealand,0,1,45,2,New Zealand,,2008,251,7,115.249,,
3.722222,4,4,3.166667,6.345636,80,10,Private Equity,New Zealand,0,1,100,70,New Zealand,,2007,261,7,115.249,,
3.166667,3.4,3.2,2.833333,4.828314,75,8,Dispersed Shareholders,New Zealand,0,1,95,30,New Zealand,,2008,209,7,115.249,,
2.944444,3.4,3,2.5,6.55108,25,6,Dispersed Shareholders,Sweden,1,0,25,0,New Zealand,,2007,267,7,115.249,,
3.444444,3.6,3.4,3.166667,4.787492,50,10,Dispersed Shareholders,Switzerland,1,0,30,10,New Zealand,,2007,343,7,115.249,,
1.888889,2,1.8,2.166667,5.075174,5,4,Founder,,0,0,50,0,New Zealand,,2008,209,7,115.249,,
3.176471,3,3.4,3,5.298317,,,,,0,0,,,United States,3,2002,358,,10642.3,,
3.941176,4.4,3.6,3.6,5.298317,,,,,0,0,,,United States,3,2004,358,0,11867.75,,
3.888889,4.4,4,3.333333,7.090077,,10,Dispersed Shareholders,US,0,1,,,United States,,2006,252,0,13398.93,,
4.722222,5,4.4,4.666667,7.841886,,10,Dispersed Shareholders,US,0,1,95,35,United States,,2006,252,0,13398.93,,
3,3.4,3.4,2.666667,6.55108,,,,,0,0,,,United States,2,2004,371,0,11867.75,,
3.055556,3.4,3,2.666667,6.907755,,2,Dispersed Shareholders,US,0,1,70,10,United States,,2006,371,0,13398.93,,
1.888889,1.4,1.6,2.166667,8.411833,,,,,0,0,,,United States,2,2004,382,0,11867.75,,
4.222222,4.2,4.6,4,6.309918,70,10,"Family owned, external CEO",Germany,1,0,90,35,United States,,2008,382,0,14624.18,,
2.277778,2.6,2.2,2.166667,4.941642,,,,,0,0,,,United States,2,2004,327,0,11867.75,,
3.111111,3.4,3,2.833333,5.010635,,,,,0,0,,,United States,3,2004,353,0,11867.75,,
3.833333,4,4,3.5,7.549609,,10,Dispersed Shareholders,,0,0,5,12,United States,,2006,353,0,13398.93,,
2.944444,2.8,2.8,3,6.684612,,,,,0,0,,,United States,2,2004,283,0,11867.75,,
2.388889,2.2,2.6,2.333333,6.39693,,,,,0,0,,,United States,3,2004,273,0,11867.75,,
3.882353,4.25,3.6,3.833333,6.519147,,,,,0,0,,,United States,,2002,367,,10642.3,,
3.333333,3.6,2.6,3.666667,5.69036,,,,,0,0,,,United States,3,2004,347,0,11867.75,,
2.722222,3,2.4,3.333333,5.991465,,10,Dispersed Shareholders,,0,0,80,10,United States,,2006,347,0,13398.93,,
3.444444,3.6,3.6,3.166667,5.991465,0,3,Dispersed Shareholders,,0,0,66,0,United States,,2008,347,0,14624.18,,
4.333333,5,4.2,3.833333,5.043425,,,Dispersed Shareholders,,0,0,,,United States,3,2004,382,0,11867.75,,
3.388889,3.8,3.2,3.333333,5.298317,,10,Dispersed Shareholders,,0,0,30,0,United States,,2006,382,0,13398.93,,
3.666667,4,3.6,3.5,4.787492,50,10,Dispersed Shareholders,,0,0,100,75,United States,,2008,382,0,14624.18,,
2.529412,2.5,2.4,2.333333,5.703783,,,,,0,0,,,United States,2,2002,382,,10642.3,,
2.5,3,1.6,3.333333,5.703783,,,,,0,0,,,United States,2,2004,382,0,11867.75,,
2.944444,3.4,2.6,3,6.907755,,3,Dispersed Shareholders,US,0,1,98,3,United States,,2007,382,0,14061.8,,
3.111111,3.2,2.8,3.5,6.907755,65,4,Dispersed Shareholders,,0,0,97,38,United States,,2008,382,0,14119.05,,
3.555556,3.6,3.2,4,5.703783,,,,,0,0,,,United States,3,2003,385,0,11867.75,,
2.277778,2.2,2.4,2.333333,5.204007,,,,,0,0,,,United States,3,2004,335,0,11867.75,,
2.666667,3,2.2,3,7.195937,,,,,0,0,,,United States,2,2004,230,0,11867.75,,
1.647059,1.6,1.5,1.5,4.997212,,,,,0,0,,,United States,2,2004,356,0,11867.75,,
2.944444,3,2.6,3,4.997212,,,,,0,0,,,United States,2,2004,356,0,11867.75,,
2.555556,3.6,2,2.666667,6.418365,,,,,0,0,,,United States,3,2004,308,0,11867.75,,
3.5,4,3.6,3.833333,5.703783,,8,Private Equity,,0,0,80,25,United States,,2005,308,0,13398.93,,
2.666667,3.2,2.2,2.5,6.620073,,10,Private Equity,,0,0,20,0,United States,,2005,308,0,13398.93,,
3.611111,4.2,3,3.666667,5.857933,,,,,0,0,,,United States,3,2004,357,0,11867.75,,
3.555556,4.2,3.6,3,7.003066,,5,Founder,,0,0,90,40,United States,,2007,357,0,14061.8,,
4.222222,4.8,3.6,4.166667,5.828946,,,,,0,0,,,United States,3,2004,357,0,11867.75,,
1.666667,1.8,1.6,1.833333,6.371612,,,,,0,0,,,United States,2,2004,367,0,11867.75,,
2.944444,3.2,2.6,3.333333,5.298317,,,,,0,0,,,United States,1,2004,327,0,11867.75,,
4.222222,4.4,4.2,4.166667,6.620073,,,,,0,0,,,United States,3,2004,367,0,11867.75,,
3.411765,4.2,2.8,3,8.411833,,5,Dispersed Shareholders,US,0,1,70,0,United States,,2006,367,0,13398.93,,
4.277778,4.6,4.2,4.166667,6.214608,0,10,Dispersed Shareholders,,0,0,100,40,United States,,2006,367,0,14624.18,,
3.888889,4.4,4.6,3.833333,6.802395,,10,Dispersed Shareholders,US,0,1,66,33,United States,,2006,204,0,13398.93,,
4.647059,5,4.8,4.4,5.857933,,5,Dispersed Shareholders,US,0,1,80,10,United States,,2006,204,0,13398.93,,
3.833333,4.2,3.6,3.5,6.907755,20,10,Dispersed Shareholders,US,0,1,100,4,United States,,2008,204,0,14119.05,,
2.944444,2.4,3,2.833333,5.393628,,,,,0,0,,,United States,2,2004,382,0,11867.75,,
3.333333,3.4,2.6,3.5,5.393628,,,,,0,0,,,United States,2,2004,382,0,11867.75,,
3.722222,3.6,2.8,4.666667,5.393628,,5,Dispersed Shareholders,US,0,1,90,70,United States,,2006,382,0,13398.93,,
3.222222,3.4,2.6,3.666667,5.703783,,10,Dispersed Shareholders,US,0,1,100,90,United States,,2006,382,0,13398.93,,
3.333333,4,3.2,2.833333,4.955827,,,,,0,0,,,United States,3,2004,267,0,11867.75,,
3.5,3.6,3.6,3.333333,8.188689,,,,,0,0,,,United States,3,2004,379,0,11867.75,,
3.666667,4.4,3.8,3,7.783224,,8,Private Individuals,US,0,1,80,5,United States,,2006,379,0,13398.93,,
3.611111,3.8,3.8,3.5,8.160519,,10,Dispersed Shareholders,,0,0,90,10,United States,,2006,379,0,13398.93,,
3.055556,3,2.4,3.5,4.60517,,4,Dispersed Shareholders,,0,0,100,30,United States,,2006,382,0,13398.93,,
3.333333,3.2,3.6,3,7.090077,4,6,Other,,0,0,35,5,Australia,,2008,399,0,848.862,,
3.611111,4.4,3.6,2.5,6.476973,8,10,Dispersed Shareholders,Japan,1,0,80,25,Australia,,2008,371,0,848.862,,
3.444444,3.8,3.6,3,4.718499,5,3,"Family owned, family CEO",,0,0,80,0,Australia,,2008,363,0,848.862,,
3.333333,3.8,3.6,2.5,5.075174,0,4,Founder,,0,0,50,15,Australia,,2007,349,0,848.862,,
2.944444,3.4,3,2.5,8.006368,2,3,Dispersed Shareholders,Australia,0,1,0,1,Australia,,2008,336,0,848.862,,
2.666667,2.8,2.6,2.5,5.598422,0,10,Founder,,0,0,50,5,Australia,,2008,362,0,848.862,,
